2024-12-20 15:57:39,921 [INFO]: Trainer initialized.
2024-12-20 15:57:39,921 [INFO]: Creating and splitting the dataset...
2024-12-20 15:57:39,925 [INFO]: Visualizing the dataset...
2024-12-20 15:57:40,471 [INFO]: Data preparation complete.
2024-12-20 15:57:40,471 [INFO]: Training ANN: LR=0.0001, Epochs=50, Optimizer=SGD, Layers=1...
2024-12-20 16:39:04,256 [INFO]: Epoch 1000/1000: loss: 0.2776, accuracy: 0.8583, val_loss: 0.3379, val_accuracy: 0.8250
2024-12-20 16:39:05,348 [INFO]: Training ANN: LR=0.001, Epochs=1000, Optimizer=BGD, Layers=1...
2024-12-20 16:39:05,629 [INFO]: Epoch 1/1000: loss: 0.7096, accuracy: 0.4292, val_loss: 0.7124, val_accuracy: 0.4000
2024-12-20 16:39:39,993 [INFO]: Epoch 1000/1000: loss: 0.6911, accuracy: 0.5000, val_loss: 0.6925, val_accuracy: 0.4625
2024-12-20 16:39:41,040 [INFO]: Training ANN: LR=0.001, Epochs=1000, Optimizer=BGD, Layers=2...
2024-12-20 16:39:41,340 [INFO]: Epoch 1/1000: loss: 0.7631, accuracy: 0.5000, val_loss: 0.7910, val_accuracy: 0.4625
2024-12-20 16:40:15,518 [INFO]: Epoch 1000/1000: loss: 0.6939, accuracy: 0.5000, val_loss: 0.6954, val_accuracy: 0.4625
2024-12-20 16:40:16,595 [INFO]: Training ANN: LR=0.001, Epochs=1000, Optimizer=BGD, Layers=3...
2024-12-20 16:40:16,918 [INFO]: Epoch 1/1000: loss: 0.6923, accuracy: 0.5000, val_loss: 0.6916, val_accuracy: 0.5375
2024-12-20 16:40:51,036 [INFO]: Epoch 1000/1000: loss: 0.6922, accuracy: 0.5333, val_loss: 0.6921, val_accuracy: 0.5125
2024-12-20 16:40:52,111 [INFO]: Training ANN: LR=0.001, Epochs=1000, Optimizer=MBGD, Layers=1...
2024-12-20 16:40:52,422 [INFO]: Epoch 1/1000: loss: 0.7017, accuracy: 0.4917, val_loss: 0.7177, val_accuracy: 0.4625
2024-12-20 16:41:32,119 [INFO]: Epoch 1000/1000: loss: 0.5004, accuracy: 0.8417, val_loss: 0.4991, val_accuracy: 0.8250
2024-12-20 16:41:33,182 [INFO]: Training ANN: LR=0.001, Epochs=1000, Optimizer=MBGD, Layers=2...
2024-12-20 16:41:33,519 [INFO]: Epoch 1/1000: loss: 0.7498, accuracy: 0.5000, val_loss: 0.7734, val_accuracy: 0.4625
2024-12-20 16:42:13,276 [INFO]: Epoch 1000/1000: loss: 0.6770, accuracy: 0.8250, val_loss: 0.6763, val_accuracy: 0.8375
2024-12-20 16:42:14,331 [INFO]: Training ANN: LR=0.001, Epochs=1000, Optimizer=MBGD, Layers=3...
2024-12-20 16:42:14,687 [INFO]: Epoch 1/1000: loss: 0.7093, accuracy: 0.5000, val_loss: 0.6952, val_accuracy: 0.5375
2024-12-20 16:42:54,463 [INFO]: Epoch 1000/1000: loss: 0.6914, accuracy: 0.7625, val_loss: 0.6914, val_accuracy: 0.8125
2024-12-20 16:42:55,550 [INFO]: Training ANN: LR=0.01, Epochs=50, Optimizer=SGD, Layers=1...
2024-12-20 16:42:55,954 [INFO]: Epoch 1/50: loss: 0.6999, accuracy: 0.5875, val_loss: 0.6506, val_accuracy: 0.7500
2024-12-20 16:43:04,016 [INFO]: Epoch 50/50: loss: 0.2781, accuracy: 0.8583, val_loss: 0.3315, val_accuracy: 0.8500
2024-12-20 16:43:05,061 [INFO]: Training ANN: LR=0.01, Epochs=50, Optimizer=SGD, Layers=2...
2024-12-20 16:43:05,497 [INFO]: Epoch 1/50: loss: 0.7112, accuracy: 0.4792, val_loss: 0.6848, val_accuracy: 0.5375
2024-12-20 16:43:13,655 [INFO]: Epoch 50/50: loss: 0.2838, accuracy: 0.8667, val_loss: 0.3329, val_accuracy: 0.8125
2024-12-20 16:43:14,717 [INFO]: Training ANN: LR=0.01, Epochs=50, Optimizer=SGD, Layers=3...
2024-12-20 16:43:15,168 [INFO]: Epoch 1/50: loss: 0.7017, accuracy: 0.5292, val_loss: 0.6907, val_accuracy: 0.5375
2024-12-20 16:43:23,414 [INFO]: Epoch 50/50: loss: 0.4946, accuracy: 0.7708, val_loss: 0.4712, val_accuracy: 0.8125
2024-12-20 16:43:24,489 [INFO]: Training ANN: LR=0.01, Epochs=50, Optimizer=BGD, Layers=1...
2024-12-20 16:43:25,060 [INFO]: Epoch 1/50: loss: 0.7985, accuracy: 0.5000, val_loss: 0.7655, val_accuracy: 0.5375
2024-12-20 16:43:26,881 [INFO]: Epoch 50/50: loss: 0.7253, accuracy: 0.5000, val_loss: 0.7147, val_accuracy: 0.5375
2024-12-20 16:43:27,924 [INFO]: Training ANN: LR=0.01, Epochs=50, Optimizer=BGD, Layers=2...
2024-12-20 16:43:28,243 [INFO]: Epoch 1/50: loss: 0.7503, accuracy: 0.5000, val_loss: 0.7215, val_accuracy: 0.5375
2024-12-20 16:43:29,963 [INFO]: Epoch 50/50: loss: 0.6928, accuracy: 0.5000, val_loss: 0.6849, val_accuracy: 0.5375
2024-12-20 16:43:31,049 [INFO]: Training ANN: LR=0.01, Epochs=50, Optimizer=BGD, Layers=3...
2024-12-20 16:43:31,377 [INFO]: Epoch 1/50: loss: 1.0692, accuracy: 0.5000, val_loss: 1.1214, val_accuracy: 0.4625
2024-12-20 16:43:33,071 [INFO]: Epoch 50/50: loss: 0.7234, accuracy: 0.5000, val_loss: 0.7401, val_accuracy: 0.4625
2024-12-20 16:43:34,138 [INFO]: Training ANN: LR=0.01, Epochs=50, Optimizer=MBGD, Layers=1...
2024-12-20 16:43:34,456 [INFO]: Epoch 1/50: loss: 0.6977, accuracy: 0.5000, val_loss: 0.7032, val_accuracy: 0.4625
2024-12-20 16:43:36,443 [INFO]: Epoch 50/50: loss: 0.6080, accuracy: 0.8208, val_loss: 0.6049, val_accuracy: 0.8125
2024-12-20 16:43:37,500 [INFO]: Training ANN: LR=0.01, Epochs=50, Optimizer=MBGD, Layers=2...
2024-12-20 16:43:37,843 [INFO]: Epoch 1/50: loss: 0.7278, accuracy: 0.5000, val_loss: 0.7374, val_accuracy: 0.4625
2024-12-20 16:43:39,811 [INFO]: Epoch 50/50: loss: 0.6862, accuracy: 0.5875, val_loss: 0.6860, val_accuracy: 0.7250
2024-12-20 16:43:40,881 [INFO]: Training ANN: LR=0.01, Epochs=50, Optimizer=MBGD, Layers=3...
2024-12-20 16:43:41,238 [INFO]: Epoch 1/50: loss: 0.6961, accuracy: 0.5000, val_loss: 0.6908, val_accuracy: 0.5375
2024-12-20 16:43:43,215 [INFO]: Epoch 50/50: loss: 0.6929, accuracy: 0.5125, val_loss: 0.6932, val_accuracy: 0.4625
2024-12-20 16:43:44,283 [INFO]: Training ANN: LR=0.01, Epochs=250, Optimizer=SGD, Layers=1...
2024-12-20 16:43:44,691 [INFO]: Epoch 1/250: loss: 0.6564, accuracy: 0.6250, val_loss: 0.6259, val_accuracy: 0.8125
2024-12-20 16:44:25,774 [INFO]: Epoch 250/250: loss: 0.2751, accuracy: 0.8583, val_loss: 0.3359, val_accuracy: 0.8250
2024-12-20 16:44:26,822 [INFO]: Training ANN: LR=0.01, Epochs=250, Optimizer=SGD, Layers=2...
2024-12-20 16:44:27,250 [INFO]: Epoch 1/250: loss: 0.7048, accuracy: 0.5167, val_loss: 0.6877, val_accuracy: 0.5375
2024-12-20 16:45:08,860 [INFO]: Epoch 250/250: loss: 0.2778, accuracy: 0.8583, val_loss: 0.3380, val_accuracy: 0.8250
2024-12-20 16:45:09,905 [INFO]: Training ANN: LR=0.01, Epochs=250, Optimizer=SGD, Layers=3...
2024-12-20 16:45:10,368 [INFO]: Epoch 1/250: loss: 0.7059, accuracy: 0.4583, val_loss: 0.7007, val_accuracy: 0.4625
2024-12-20 16:45:52,607 [INFO]: Epoch 250/250: loss: 0.2837, accuracy: 0.8542, val_loss: 0.3410, val_accuracy: 0.8250
2024-12-20 16:45:53,670 [INFO]: Training ANN: LR=0.01, Epochs=250, Optimizer=BGD, Layers=1...
2024-12-20 16:45:53,941 [INFO]: Epoch 1/250: loss: 0.7673, accuracy: 0.4250, val_loss: 0.7572, val_accuracy: 0.4250
2024-12-20 16:46:02,367 [INFO]: Epoch 250/250: loss: 0.7072, accuracy: 0.3792, val_loss: 0.7076, val_accuracy: 0.3750
2024-12-20 16:46:03,426 [INFO]: Training ANN: LR=0.01, Epochs=250, Optimizer=BGD, Layers=2...
2024-12-20 16:46:03,714 [INFO]: Epoch 1/250: loss: 0.6931, accuracy: 0.5000, val_loss: 0.6869, val_accuracy: 0.5375
2024-12-20 16:46:12,140 [INFO]: Epoch 250/250: loss: 0.6851, accuracy: 0.7792, val_loss: 0.6849, val_accuracy: 0.7875
2024-12-20 16:46:13,213 [INFO]: Training ANN: LR=0.01, Epochs=250, Optimizer=BGD, Layers=3...
2024-12-20 16:46:13,533 [INFO]: Epoch 1/250: loss: 0.9541, accuracy: 0.5000, val_loss: 0.9984, val_accuracy: 0.4625
2024-12-20 16:46:21,967 [INFO]: Epoch 250/250: loss: 0.6931, accuracy: 0.6292, val_loss: 0.6931, val_accuracy: 0.6125
2024-12-20 16:46:23,378 [INFO]: Training ANN: LR=0.01, Epochs=250, Optimizer=MBGD, Layers=1...
2024-12-20 16:46:23,722 [INFO]: Epoch 1/250: loss: 0.7043, accuracy: 0.5000, val_loss: 0.7106, val_accuracy: 0.4625
2024-12-20 16:46:33,957 [INFO]: Epoch 250/250: loss: 0.4255, accuracy: 0.8167, val_loss: 0.4234, val_accuracy: 0.8125
2024-12-20 16:46:35,014 [INFO]: Training ANN: LR=0.01, Epochs=250, Optimizer=MBGD, Layers=2...
2024-12-20 16:46:35,360 [INFO]: Epoch 1/250: loss: 0.6972, accuracy: 0.5000, val_loss: 0.6885, val_accuracy: 0.5375
2024-12-20 16:46:45,453 [INFO]: Epoch 250/250: loss: 0.6288, accuracy: 0.8000, val_loss: 0.6267, val_accuracy: 0.8125
2024-12-20 16:46:46,536 [INFO]: Training ANN: LR=0.01, Epochs=250, Optimizer=MBGD, Layers=3...
2024-12-20 16:46:46,898 [INFO]: Epoch 1/250: loss: 0.7127, accuracy: 0.5000, val_loss: 0.7211, val_accuracy: 0.4625
2024-12-20 16:46:56,971 [INFO]: Epoch 250/250: loss: 0.6916, accuracy: 0.7167, val_loss: 0.6907, val_accuracy: 0.6125
2024-12-20 16:46:58,071 [INFO]: Training ANN: LR=0.01, Epochs=500, Optimizer=SGD, Layers=1...
2024-12-20 16:46:58,483 [INFO]: Epoch 1/500: loss: 0.7192, accuracy: 0.4417, val_loss: 0.6680, val_accuracy: 0.6750
2024-12-20 16:48:21,223 [INFO]: Epoch 500/500: loss: 0.1932, accuracy: 0.9167, val_loss: 0.2493, val_accuracy: 0.8875
2024-12-20 16:48:22,274 [INFO]: Training ANN: LR=0.01, Epochs=500, Optimizer=SGD, Layers=2...
2024-12-20 16:48:22,705 [INFO]: Epoch 1/500: loss: 0.7027, accuracy: 0.5125, val_loss: 0.6912, val_accuracy: 0.4625
2024-12-20 16:49:46,825 [INFO]: Epoch 500/500: loss: 0.0941, accuracy: 0.9625, val_loss: 0.1201, val_accuracy: 0.9625
2024-12-20 16:49:47,887 [INFO]: Training ANN: LR=0.01, Epochs=500, Optimizer=SGD, Layers=3...
2024-12-20 16:49:48,346 [INFO]: Epoch 1/500: loss: 0.7086, accuracy: 0.5292, val_loss: 0.6916, val_accuracy: 0.5375
2024-12-20 16:51:13,199 [INFO]: Epoch 500/500: loss: 0.2753, accuracy: 0.8708, val_loss: 0.3544, val_accuracy: 0.8125
2024-12-20 16:51:14,292 [INFO]: Training ANN: LR=0.01, Epochs=500, Optimizer=BGD, Layers=1...
2024-12-20 16:51:14,565 [INFO]: Epoch 1/500: loss: 0.7004, accuracy: 0.5000, val_loss: 0.6908, val_accuracy: 0.5375
2024-12-20 16:51:31,439 [INFO]: Epoch 500/500: loss: 0.5951, accuracy: 0.7542, val_loss: 0.5915, val_accuracy: 0.7875
2024-12-20 16:51:32,498 [INFO]: Training ANN: LR=0.01, Epochs=500, Optimizer=BGD, Layers=2...
2024-12-20 16:51:32,787 [INFO]: Epoch 1/500: loss: 0.6889, accuracy: 0.5000, val_loss: 0.6828, val_accuracy: 0.5375
2024-12-20 16:51:49,658 [INFO]: Epoch 500/500: loss: 0.6741, accuracy: 0.8208, val_loss: 0.6734, val_accuracy: 0.8125
2024-12-20 16:51:50,727 [INFO]: Training ANN: LR=0.01, Epochs=500, Optimizer=BGD, Layers=3...
2024-12-20 16:51:51,046 [INFO]: Epoch 1/500: loss: 0.8646, accuracy: 0.5000, val_loss: 0.8131, val_accuracy: 0.5375
2024-12-20 16:52:07,936 [INFO]: Epoch 500/500: loss: 0.6923, accuracy: 0.5583, val_loss: 0.6923, val_accuracy: 0.5375
2024-12-20 16:52:09,014 [INFO]: Training ANN: LR=0.01, Epochs=500, Optimizer=MBGD, Layers=1...
2024-12-20 16:52:09,322 [INFO]: Epoch 1/500: loss: 0.8533, accuracy: 0.5000, val_loss: 0.8697, val_accuracy: 0.4625
2024-12-20 16:52:29,062 [INFO]: Epoch 500/500: loss: 0.3299, accuracy: 0.8417, val_loss: 0.3438, val_accuracy: 0.8250
2024-12-20 16:52:30,114 [INFO]: Training ANN: LR=0.01, Epochs=500, Optimizer=MBGD, Layers=2...
2024-12-20 16:52:30,449 [INFO]: Epoch 1/500: loss: 0.9448, accuracy: 0.5000, val_loss: 0.8472, val_accuracy: 0.5375
2024-12-20 16:52:50,262 [INFO]: Epoch 500/500: loss: 0.4744, accuracy: 0.8083, val_loss: 0.4701, val_accuracy: 0.8125
2024-12-20 16:52:51,323 [INFO]: Training ANN: LR=0.01, Epochs=500, Optimizer=MBGD, Layers=3...
2024-12-20 16:52:51,680 [INFO]: Epoch 1/500: loss: 0.7602, accuracy: 0.5000, val_loss: 0.7731, val_accuracy: 0.4625
2024-12-20 16:53:11,539 [INFO]: Epoch 500/500: loss: 0.6819, accuracy: 0.7500, val_loss: 0.6807, val_accuracy: 0.7625
2024-12-20 16:53:12,963 [INFO]: Training ANN: LR=0.01, Epochs=1000, Optimizer=SGD, Layers=1...
2024-12-20 16:53:13,393 [INFO]: Epoch 1/1000: loss: 0.7085, accuracy: 0.5000, val_loss: 0.6598, val_accuracy: 0.8000
2024-12-20 16:56:00,510 [INFO]: Epoch 1000/1000: loss: 0.0874, accuracy: 0.9625, val_loss: 0.1167, val_accuracy: 0.9750
2024-12-20 16:56:01,573 [INFO]: Training ANN: LR=0.01, Epochs=1000, Optimizer=SGD, Layers=2...
2024-12-20 16:56:02,018 [INFO]: Epoch 1/1000: loss: 0.7292, accuracy: 0.4792, val_loss: 0.6870, val_accuracy: 0.5375
2024-12-20 16:58:51,202 [INFO]: Epoch 1000/1000: loss: 0.0800, accuracy: 0.9708, val_loss: 0.1044, val_accuracy: 0.9625
2024-12-20 16:58:52,272 [INFO]: Training ANN: LR=0.01, Epochs=1000, Optimizer=SGD, Layers=3...
2024-12-20 16:58:52,746 [INFO]: Epoch 1/1000: loss: 0.7468, accuracy: 0.4750, val_loss: 0.6941, val_accuracy: 0.5375
2024-12-20 17:01:44,062 [INFO]: Epoch 1000/1000: loss: 0.0805, accuracy: 0.9667, val_loss: 0.0990, val_accuracy: 0.9625
2024-12-20 17:01:45,162 [INFO]: Training ANN: LR=0.01, Epochs=1000, Optimizer=BGD, Layers=1...
2024-12-20 17:01:45,437 [INFO]: Epoch 1/1000: loss: 0.6983, accuracy: 0.5000, val_loss: 0.6856, val_accuracy: 0.5375
2024-12-20 17:02:19,621 [INFO]: Epoch 1000/1000: loss: 0.5004, accuracy: 0.7958, val_loss: 0.4956, val_accuracy: 0.8000
2024-12-20 17:02:20,676 [INFO]: Training ANN: LR=0.01, Epochs=1000, Optimizer=BGD, Layers=2...
2024-12-20 17:02:20,973 [INFO]: Epoch 1/1000: loss: 0.8322, accuracy: 0.5000, val_loss: 0.7851, val_accuracy: 0.5375
2024-12-20 17:02:55,129 [INFO]: Epoch 1000/1000: loss: 0.6593, accuracy: 0.7958, val_loss: 0.6583, val_accuracy: 0.8000
2024-12-20 17:02:56,199 [INFO]: Training ANN: LR=0.01, Epochs=1000, Optimizer=BGD, Layers=3...
2024-12-20 17:02:56,520 [INFO]: Epoch 1/1000: loss: 0.8187, accuracy: 0.5000, val_loss: 0.7760, val_accuracy: 0.5375
2024-12-20 17:03:30,520 [INFO]: Epoch 1000/1000: loss: 0.6931, accuracy: 0.5000, val_loss: 0.6930, val_accuracy: 0.5375
2024-12-20 17:03:31,597 [INFO]: Training ANN: LR=0.01, Epochs=1000, Optimizer=MBGD, Layers=1...
2024-12-20 17:03:31,914 [INFO]: Epoch 1/1000: loss: 0.9024, accuracy: 0.5000, val_loss: 0.9169, val_accuracy: 0.4625
2024-12-20 17:04:11,565 [INFO]: Epoch 1000/1000: loss: 0.2880, accuracy: 0.8500, val_loss: 0.3247, val_accuracy: 0.8500
2024-12-20 17:04:12,607 [INFO]: Training ANN: LR=0.01, Epochs=1000, Optimizer=MBGD, Layers=2...
2024-12-20 17:04:12,945 [INFO]: Epoch 1/1000: loss: 0.7838, accuracy: 0.5000, val_loss: 0.7941, val_accuracy: 0.4625
2024-12-20 17:04:52,716 [INFO]: Epoch 1000/1000: loss: 0.3073, accuracy: 0.8458, val_loss: 0.3328, val_accuracy: 0.8250
2024-12-20 17:04:53,785 [INFO]: Training ANN: LR=0.01, Epochs=1000, Optimizer=MBGD, Layers=3...
2024-12-20 17:04:54,141 [INFO]: Epoch 1/1000: loss: 0.7002, accuracy: 0.5000, val_loss: 0.7060, val_accuracy: 0.4625
2024-12-20 17:05:33,911 [INFO]: Epoch 1000/1000: loss: 0.6365, accuracy: 0.7708, val_loss: 0.6345, val_accuracy: 0.7875
2024-12-20 17:05:35,010 [INFO]: Training ANN: LR=0.1, Epochs=50, Optimizer=SGD, Layers=1...
2024-12-20 17:05:35,418 [INFO]: Epoch 1/50: loss: 0.5643, accuracy: 0.7125, val_loss: 0.4154, val_accuracy: 0.7875
2024-12-20 17:05:43,507 [INFO]: Epoch 50/50: loss: 0.2562, accuracy: 0.8708, val_loss: 0.3025, val_accuracy: 0.8250
2024-12-20 17:05:44,556 [INFO]: Training ANN: LR=0.1, Epochs=50, Optimizer=SGD, Layers=2...
2024-12-20 17:05:44,984 [INFO]: Epoch 1/50: loss: 0.6940, accuracy: 0.6042, val_loss: 0.6826, val_accuracy: 0.4625
2024-12-20 17:05:53,178 [INFO]: Epoch 50/50: loss: 0.2797, accuracy: 0.8583, val_loss: 0.3257, val_accuracy: 0.8250
2024-12-20 17:05:54,259 [INFO]: Training ANN: LR=0.1, Epochs=50, Optimizer=SGD, Layers=3...
2024-12-20 17:05:54,712 [INFO]: Epoch 1/50: loss: 0.7662, accuracy: 0.5000, val_loss: 0.6904, val_accuracy: 0.5375
2024-12-20 17:06:03,026 [INFO]: Epoch 50/50: loss: 0.2803, accuracy: 0.8583, val_loss: 0.3378, val_accuracy: 0.8125
2024-12-20 17:06:04,465 [INFO]: Training ANN: LR=0.1, Epochs=50, Optimizer=BGD, Layers=1...
2024-12-20 17:06:04,764 [INFO]: Epoch 1/50: loss: 0.6791, accuracy: 0.5000, val_loss: 0.6629, val_accuracy: 0.5375
2024-12-20 17:06:06,539 [INFO]: Epoch 50/50: loss: 0.5812, accuracy: 0.8250, val_loss: 0.5776, val_accuracy: 0.8125
2024-12-20 17:06:07,594 [INFO]: Training ANN: LR=0.1, Epochs=50, Optimizer=BGD, Layers=2...
2024-12-20 17:06:07,908 [INFO]: Epoch 1/50: loss: 0.6969, accuracy: 0.5000, val_loss: 0.6992, val_accuracy: 0.4625
2024-12-20 17:06:09,628 [INFO]: Epoch 50/50: loss: 0.6853, accuracy: 0.8208, val_loss: 0.6850, val_accuracy: 0.7625
2024-12-20 17:06:10,723 [INFO]: Training ANN: LR=0.1, Epochs=50, Optimizer=BGD, Layers=3...
2024-12-20 17:06:11,050 [INFO]: Epoch 1/50: loss: 0.7590, accuracy: 0.5000, val_loss: 0.7502, val_accuracy: 0.4625
2024-12-20 17:06:12,739 [INFO]: Epoch 50/50: loss: 0.6923, accuracy: 0.8000, val_loss: 0.6923, val_accuracy: 0.8375
2024-12-20 17:06:13,837 [INFO]: Training ANN: LR=0.1, Epochs=50, Optimizer=MBGD, Layers=1...
2024-12-20 17:06:14,152 [INFO]: Epoch 1/50: loss: 0.6475, accuracy: 0.7000, val_loss: 0.6308, val_accuracy: 0.7750
2024-12-20 17:06:16,120 [INFO]: Epoch 50/50: loss: 0.3283, accuracy: 0.8417, val_loss: 0.3419, val_accuracy: 0.8250
2024-12-20 17:06:17,174 [INFO]: Training ANN: LR=0.1, Epochs=50, Optimizer=MBGD, Layers=2...
2024-12-20 17:06:17,517 [INFO]: Epoch 1/50: loss: 0.7330, accuracy: 0.5000, val_loss: 0.7036, val_accuracy: 0.2375
2024-12-20 17:06:19,487 [INFO]: Epoch 50/50: loss: 0.5859, accuracy: 0.7833, val_loss: 0.5861, val_accuracy: 0.7625
2024-12-20 17:06:20,584 [INFO]: Training ANN: LR=0.1, Epochs=50, Optimizer=MBGD, Layers=3...
2024-12-20 17:06:20,941 [INFO]: Epoch 1/50: loss: 0.6975, accuracy: 0.5000, val_loss: 0.6904, val_accuracy: 0.5375
2024-12-20 17:06:22,907 [INFO]: Epoch 50/50: loss: 0.6827, accuracy: 0.6917, val_loss: 0.6821, val_accuracy: 0.6000
2024-12-20 17:06:23,982 [INFO]: Training ANN: LR=0.1, Epochs=250, Optimizer=SGD, Layers=1...
2024-12-20 17:06:24,385 [INFO]: Epoch 1/250: loss: 0.5427, accuracy: 0.6875, val_loss: 0.3813, val_accuracy: 0.8375
2024-12-20 17:07:05,596 [INFO]: Epoch 250/250: loss: 0.0787, accuracy: 0.9667, val_loss: 0.1124, val_accuracy: 0.9625
2024-12-20 17:07:06,631 [INFO]: Training ANN: LR=0.1, Epochs=250, Optimizer=SGD, Layers=2...
2024-12-20 17:07:07,073 [INFO]: Epoch 1/250: loss: 0.7163, accuracy: 0.5625, val_loss: 0.7027, val_accuracy: 0.5375
2024-12-20 17:07:48,945 [INFO]: Epoch 250/250: loss: 0.2606, accuracy: 0.8625, val_loss: 0.2963, val_accuracy: 0.8750
2024-12-20 17:07:50,019 [INFO]: Training ANN: LR=0.1, Epochs=250, Optimizer=SGD, Layers=3...
2024-12-20 17:07:50,468 [INFO]: Epoch 1/250: loss: 0.7712, accuracy: 0.4833, val_loss: 0.6901, val_accuracy: 0.5375
2024-12-20 17:08:32,653 [INFO]: Epoch 250/250: loss: 0.0805, accuracy: 0.9750, val_loss: 0.1049, val_accuracy: 0.9625
2024-12-20 17:08:33,738 [INFO]: Training ANN: LR=0.1, Epochs=250, Optimizer=BGD, Layers=1...
2024-12-20 17:08:34,010 [INFO]: Epoch 1/250: loss: 0.7093, accuracy: 0.5000, val_loss: 0.6941, val_accuracy: 0.5375
2024-12-20 17:08:42,425 [INFO]: Epoch 250/250: loss: 0.3941, accuracy: 0.8125, val_loss: 0.3935, val_accuracy: 0.8125
2024-12-20 17:08:43,463 [INFO]: Training ANN: LR=0.1, Epochs=250, Optimizer=BGD, Layers=2...
2024-12-20 17:08:43,755 [INFO]: Epoch 1/250: loss: 0.6973, accuracy: 0.5000, val_loss: 0.7010, val_accuracy: 0.4625
2024-12-20 17:08:52,173 [INFO]: Epoch 250/250: loss: 0.6043, accuracy: 0.8083, val_loss: 0.6016, val_accuracy: 0.8125
2024-12-20 17:08:53,256 [INFO]: Training ANN: LR=0.1, Epochs=250, Optimizer=BGD, Layers=3...
2024-12-20 17:08:53,573 [INFO]: Epoch 1/250: loss: 0.7064, accuracy: 0.5000, val_loss: 0.7093, val_accuracy: 0.4625
2024-12-20 17:09:01,986 [INFO]: Epoch 250/250: loss: 0.6887, accuracy: 0.8208, val_loss: 0.6886, val_accuracy: 0.8125
2024-12-20 17:09:03,062 [INFO]: Training ANN: LR=0.1, Epochs=250, Optimizer=MBGD, Layers=1...
2024-12-20 17:09:03,373 [INFO]: Epoch 1/250: loss: 0.7702, accuracy: 0.5000, val_loss: 0.7040, val_accuracy: 0.4625
2024-12-20 17:09:13,234 [INFO]: Epoch 250/250: loss: 0.2734, accuracy: 0.8458, val_loss: 0.3357, val_accuracy: 0.8250
2024-12-20 17:09:14,285 [INFO]: Training ANN: LR=0.1, Epochs=250, Optimizer=MBGD, Layers=2...
2024-12-20 17:09:14,617 [INFO]: Epoch 1/250: loss: 0.7168, accuracy: 0.5000, val_loss: 0.6967, val_accuracy: 0.4625
2024-12-20 17:09:24,499 [INFO]: Epoch 250/250: loss: 0.2748, accuracy: 0.8583, val_loss: 0.3384, val_accuracy: 0.8250
2024-12-20 17:09:25,942 [INFO]: Training ANN: LR=0.1, Epochs=250, Optimizer=MBGD, Layers=3...
2024-12-20 17:09:26,327 [INFO]: Epoch 1/250: loss: 0.7029, accuracy: 0.5083, val_loss: 0.6975, val_accuracy: 0.4625
2024-12-20 17:09:36,658 [INFO]: Epoch 250/250: loss: 0.2784, accuracy: 0.8667, val_loss: 0.3439, val_accuracy: 0.8125
2024-12-20 17:09:37,734 [INFO]: Training ANN: LR=0.1, Epochs=500, Optimizer=SGD, Layers=1...
2024-12-20 17:09:38,157 [INFO]: Epoch 1/500: loss: 0.5680, accuracy: 0.7125, val_loss: 0.3940, val_accuracy: 0.8000
2024-12-20 17:11:01,110 [INFO]: Epoch 500/500: loss: 0.0736, accuracy: 0.9667, val_loss: 0.1093, val_accuracy: 0.9625
2024-12-20 17:11:02,174 [INFO]: Training ANN: LR=0.1, Epochs=500, Optimizer=SGD, Layers=2...
2024-12-20 17:11:02,610 [INFO]: Epoch 1/500: loss: 0.6974, accuracy: 0.5958, val_loss: 0.6160, val_accuracy: 0.6625
2024-12-20 17:12:27,077 [INFO]: Epoch 500/500: loss: 0.0650, accuracy: 0.9625, val_loss: 0.1247, val_accuracy: 0.9375
2024-12-20 17:12:28,174 [INFO]: Training ANN: LR=0.1, Epochs=500, Optimizer=SGD, Layers=3...
2024-12-20 17:12:28,631 [INFO]: Epoch 1/500: loss: 0.7580, accuracy: 0.4583, val_loss: 0.7125, val_accuracy: 0.5375
2024-12-20 17:13:53,987 [INFO]: Epoch 500/500: loss: 0.0771, accuracy: 0.9667, val_loss: 0.1743, val_accuracy: 0.9250
2024-12-20 17:13:55,083 [INFO]: Training ANN: LR=0.1, Epochs=500, Optimizer=BGD, Layers=1...
2024-12-20 17:13:55,364 [INFO]: Epoch 1/500: loss: 1.1832, accuracy: 0.5000, val_loss: 1.1124, val_accuracy: 0.4625
2024-12-20 17:14:12,437 [INFO]: Epoch 500/500: loss: 0.3188, accuracy: 0.8417, val_loss: 0.3369, val_accuracy: 0.8250
2024-12-20 17:14:13,507 [INFO]: Training ANN: LR=0.1, Epochs=500, Optimizer=BGD, Layers=2...
2024-12-20 17:14:13,801 [INFO]: Epoch 1/500: loss: 0.7302, accuracy: 0.5000, val_loss: 0.7053, val_accuracy: 0.5375
2024-12-20 17:14:30,836 [INFO]: Epoch 500/500: loss: 0.3981, accuracy: 0.8083, val_loss: 0.3972, val_accuracy: 0.8125
2024-12-20 17:14:31,892 [INFO]: Training ANN: LR=0.1, Epochs=500, Optimizer=BGD, Layers=3...
2024-12-20 17:14:32,212 [INFO]: Epoch 1/500: loss: 0.7002, accuracy: 0.5000, val_loss: 0.7036, val_accuracy: 0.4625
2024-12-20 17:14:49,213 [INFO]: Epoch 500/500: loss: 0.6670, accuracy: 0.7583, val_loss: 0.6661, val_accuracy: 0.7875
2024-12-20 17:14:50,298 [INFO]: Training ANN: LR=0.1, Epochs=500, Optimizer=MBGD, Layers=1...
